ID,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Fees,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Score1,Score2,Utility,Bad
A3058,22,300,50,7,0,7,7,50,0,0,7,0,0,567.4689609,988,0.023333333,0
A3059,22,300,220,207,0,25,25,36,1,0,18,4,0,798.4728881,804,0.688833333,0
A3060,22,250,270,235,0,25,25,50,5,0,6,4,0,787.6288977,704,0.93912,0
A3061,22,475,138,11,0,11,11,277,142,0,7,0,0,944.2405749,992,0.023157895,0
A3062,22,200,208,180,0,25,25,40,0,0,9,3,0,95.78255761,734,0.89785,0
A3063,22,250,177,236,0,25,25,50,98,0,7,4,0,952.8733838,723,0.94232,0
A3064,22,350,128,156,0,25,25,25,43,0,7,2,0,758.820673,863,0.444628571,0
A3065,22,450,489,382,0,25,25,121,0,0,7,7,0,686.4904338,741,0.847844444,1
A3066,22,200,210,185,0,25,25,36,0,0,7,3,0,372.8734226,703,0.92305,0
A3067,22,250,253,227,0,25,25,50,0,0,20,4,0,935.2647359,731,0.90852,1
A3068,22,300,250,284,0,25,25,25,48,0,7,5,0,710.8153668,724,0.948,0
A3069,22,250,210,160,0,25,25,100,40,0,7,3,0,873.1278406,797,0.64096,0
A3070,22,325,22,44,0,25,25,50,65,0,7,0,0,44.48768857,961,0.136430769,0
A3071,22,250,202,187,0,25,25,25,0,0,7,3,0,921.1407905,763,0.74936,0
A3072,22,200,172,177,0,25,25,100,96,0,7,3,0,111.756403,688,0.88535,0
A3073,22,250,210,118,0,25,25,100,0,0,6,2,0,889.7159718,984,0.47096,0
A3074,22,325,328,298,0,25,25,50,8,0,7,5,0,281.9126053,719,0.917569231,0
A3075,22,250,251,239,0,25,25,30,0,0,13,4,0,586.8200805,754,0.95464,0
A3076,22,400,328,315,0,25,25,25,0,0,7,5,0,927.0574318,793,0.788225,0
A3077,22,400,406,380,0,25,25,40,0,0,7,7,0,15.54981747,726,0.949575,0
A3078,22,300,302,-43,0,0,0,352,0,0,7,0,0,777.8018823,931,-0.142733333,1
A3079,22,300,64,139,0,25,25,64,132,0,7,0,0,557.0797908,926,0.462533333,0
A3080,22,250,247,220,0,25,25,80,41,0,9,4,0,836.835164,782,0.88044,0
A3081,22,250,291,253,3,25,28,50,0,0,7,5,0,557.4565914,695,1.01104,0
A3082,22,250,284,161,0,25,25,146,0,0,19,3,0,380.4852527,771,0.64456,0
A3083,22,500,423,391,0,25,25,50,0,0,11,7,0,894.0887072,768,0.78176,0
A3084,22,500,458,506,6,25,31,25,50,0,15,8,0,959.7206276,989,1.01178,0
A3085,22,250,215,44,0,25,25,210,30,0,7,2,0,622.9523995,946,0.17592,0
A3086,22,350,234,195,0,25,25,50,0,0,7,4,0,739.18733,874,0.556257143,0
A3087,22,250,174,155,0,25,25,60,30,0,8,3,0,462.9127416,742,0.62128,0
A3088,22,300,293,271,0,25,25,50,17,0,7,5,0,339.3174407,782,0.904533333,0
A3089,22,300,181,110,0,25,25,81,0,0,7,3,0,315.9648787,742,0.3662,0
A3090,22,300,149,199,0,25,25,35,74,0,7,3,0,927.3609388,,0.661666667,0
A3091,22,250,15,7,0,7,7,248,232,0,7,0,0,886.3796355,790,0.02824,0
A3092,22,250,234,221,0,25,25,25,0,0,9,4,0,471.8176501,733,0.88532,0
A3093,21,300,271,296,0,25,25,25,25,0,21,5,0,181.9828995,704,0.987733333,0
A3094,21,350,322,332,0,25,25,30,27,0,7,6,0,302.0897965,712,0.949542857,0
A3095,21,400,16,-27,0,0,0,50,0,0,7,0,0,553.3145573,995,-0.06805,0
A3096,21,325,386,352,27,25,52,90,40,0,10,6,0,219.8904778,,1.082276923,0
A3097,21,250,182,167,0,25,25,25,0,0,7,3,0,972.3237201,808,0.66828,0
A3098,21,350,360,337,0,25,25,36,0,0,7,6,0,708.3063849,717,0.963057143,0
A3099,21,250,93,7,0,7,7,93,0,0,7,0,0,981.5224326,,0.028,1
A3100,21,400,265,377,0,25,25,25,124,0,7,6,0,211.9019532,716,0.941925,0
A3101,21,500,452,456,0,25,25,35,21,0,11,7,0,135.571877,687,0.9129,0
A3102,21,200,93,103,0,25,25,50,39,0,19,2,0,442.3626699,793,0.5128,0
A3103,21,325,0,169,0,25,25,25,116,0,7,-1,0,13.75073643,,0.519938462,0
A3104,21,275,260,259,0,25,25,25,12,0,7,4,0,372.1901652,744,0.940436364,0
A3105,21,250,233,218,0,25,25,25,0,0,7,4,0,750.7367714,803,0.87292,0
A3106,21,250,75,118,0,25,25,25,59,0,7,1,0,550.2793177,,0.47056,0
A3107,21,200,201,207,7,25,32,30,24,0,9,3,0,352.0175433,767,1.03745,0
A3108,21,300,308,290,0,25,25,38,5,0,10,5,0,270.0610244,703,0.9652,0
A3109,21,350,138,122,0,25,25,25,0,0,7,2,0,246.6673685,889,0.347314286,0
A3110,21,350,106,78,0,25,25,50,13,0,8,2,0,250.7478337,935,0.223857143,0
A3111,21,250,216,247,0,25,25,25,46,0,6,4,0,43.66658779,724,0.98764,0
A3112,21,250,177,194,0,25,25,50,58,0,6,3,0,84.51730008,892,0.77612,0
A3113,21,250,239,226,0,25,25,43,19,0,7,4,0,321.5110283,,0.90408,1
A3114,21,250,22,-21,0,0,0,50,0,0,7,0,0,336.5964478,984,-0.0828,0
A3115,21,325,153,133,0,25,25,30,0,0,7,2,0,778.3297731,921,0.408246154,0
A3116,21,250,220,194,0,25,25,50,13,0,7,4,0,786.2452609,728,0.77544,0
A3117,21,450,174,275,0,25,25,250,344,0,7,0,0,857.8840372,1000,0.611288889,0
A3118,21,300,235,196,0,25,25,50,0,0,7,4,0,149.7535069,794,0.653433333,0
A3119,21,400,413,386,0,25,25,50,9,0,7,7,0,120.2963247,711,0.96405,0
A3120,21,350,200,162,0,25,25,125,77,0,7,3,0,823.420931,929,0.463942857,0
A3121,21,300,308,260,0,25,25,60,0,0,7,4,0,201.4247314,704,0.865933333,0
A3122,21,750,790,720,0,25,25,90,0,0,7,13,0,7.71126135,716,0.959733333,0
A3123,21,400,290,277,0,25,25,25,0,0,7,5,0,91.25449505,715,0.692725,0
A3124,21,350,263,198,0,25,25,75,-1,0,7,4,0,587.2561992,821,0.565828571,0
A3125,21,350,200,192,0,25,25,25,5,0,9,3,0,777.0276025,842,0.548171429,0
A3126,21,350,226,286,0,25,25,25,74,0,7,4,0,214.4457963,765,0.817457143,0
A3127,21,500,394,320,0,25,25,90,0,0,11,6,0,752.2936303,804,0.64058,0
A3128,21,500,485,242,0,25,25,305,45,0,11,7,0,594.2898217,894,0.48494,0
A3129,21,250,90,73,0,25,25,25,0,0,7,1,0,30.94064735,,0.29288,0
A3130,21,375,359,359,0,25,25,50,37,0,7,6,0,126.17472,710,0.956186667,1
A3131,21,300,247,251,0,25,25,50,43,0,7,4,0,601.9409269,816,0.836266667,0
A3132,21,350,405,360,10,25,35,105,47,0,7,6,0,922.806373,685,1.028057143,0
A3133,21,500,483,493,0,25,25,25,16,0,11,8,0,815.6246301,698,0.98652,0
A3134,21,200,58,110,0,25,25,50,93,0,7,2,0,113.3907299,841,0.55175,0
A3135,21,350,327,337,0,25,25,25,22,0,7,6,0,953.7285375,713,0.963,0
A3136,21,250,233,220,0,25,25,25,0,0,9,4,0,463.8794269,743,0.88124,1
A3137,21,250,237,210,0,25,25,111,64,0,18,2,0,183.2301779,751,0.83988,0
A3138,21,250,134,150,0,25,25,50,57,0,6,3,0,408.7614644,795,0.59868,0
A3139,21,350,347,318,0,25,25,45,4,0,7,5,0,276.6345887,722,0.909314286,1
A3140,21,300,133,150,0,25,25,50,58,0,7,2,0,108.8125772,852,0.5015,0
A3141,21,500,218,178,0,25,25,100,50,0,7,3,0,827.8460365,,0.35514,0
A3142,21,250,261,262,12,25,37,110,100,0,7,4,0,805.4930134,701,1.04904,0
A3143,21,350,332,320,0,25,25,25,0,0,7,6,0,601.1734078,716,0.914342857,0
A3144,21,300,271,273,0,25,25,25,16,0,7,5,0,204.0115239,738,0.910966667,0
A3145,21,350,375,338,0,25,25,50,0,0,7,6,0,690.8169842,701,0.966828571,0
A3146,21,450,349,302,0,25,25,60,0,0,7,6,0,403.51919,806,0.670511111,0
A3147,21,350,0,121,0,25,25,50,0,0,7,3,0,28.49216158,,0.345485714,0
A3148,21,300,284,306,6,25,31,25,33,0,10,5,0,328.8689242,708,1.020466667,0
A3149,21,350,328,315,0,25,25,25,0,0,7,5,0,869.7377811,725,0.901285714,0
A3150,21,300,273,292,0,25,25,25,32,0,7,5,0,476.9809703,721,0.971733333,0
A3151,21,300,258,310,10,25,35,25,66,0,7,5,0,316.0158479,706,1.033533333,0
A3152,21,350,7,7,0,7,7,198,191,0,7,0,0,824.9521365,993,0.02,0
A3153,21,300,320,39,0,25,25,320,32,0,7,0,0,225.4739687,845,0.128633333,0
A3154,21,250,5,158,0,25,25,25,173,0,5,0,0,109.556092,776,0.63016,1
A3155,21,350,66,126,0,25,25,50,101,0,7,2,0,614.9633174,895,0.3594,0
A3156,21,250,100,65,0,10,10,140,105,0,0,0,0,180.3598856,910,0.26,0
A3157,21,350,279,255,0,25,25,35,0,0,7,5,0,568.2472672,789,0.729085714,0
A3158,21,250,277,238,0,25,25,50,0,0,7,4,0,421.8872488,711,0.95392,1
A3159,21,350,358,320,0,25,25,358,310,0,10,0,0,373.6995699,717,0.9152,0
A3160,21,250,291,186,0,25,25,116,0,0,7,4,0,948.8486035,769,0.74544,0
A3161,21,300,224,277,0,25,25,35,77,0,7,4,0,241.7711105,731,0.9234,0
A3162,21,250,186,171,0,25,25,25,0,0,7,3,0,770.4050791,785,0.68392,1
A3163,21,250,320,183,0,25,25,150,0,0,9,4,0,439.9174234,767,0.73144,1
A3164,21,250,289,139,0,25,25,200,39,0,8,4,0,70.73264106,798,0.55652,0
A3165,21,400,278,275,0,25,25,25,0,0,18,5,0,384.3602242,796,0.687775,0
A3166,21,400,392,413,13,25,38,25,33,0,7,7,0,468.1181979,,1.03295,0
A3167,21,400,355,390,0,25,25,50,72,0,7,6,0,944.6490506,710,0.97485,0
A3168,21,450,138,143,0,25,25,55,51,0,7,2,0,894.4046001,908,0.318133333,0
A3169,21,350,270,231,0,25,25,50,0,0,7,4,0,942.5362601,,0.660371429,0
A3170,21,450,258,385,0,25,25,50,165,0,7,5,0,511.086554,750,0.855288889,0
A3171,21,300,167,142,0,25,25,35,0,0,7,3,0,400.1856648,848,0.472633333,0
A3172,21,300,284,271,0,25,25,25,0,0,7,5,0,398.3319437,725,0.902866667,0
A3173,21,300,15,-8,0,0,0,29,0,0,7,0,0,725.3231668,992,-0.025,0
A3174,21,350,402,7,0,7,7,373,0,0,7,0,29,34.69012022,981,0.02,0
A3175,21,250,313,262,12,25,37,150,9,103,7,9,29,689.8849302,687,1.04628,1
A3176,21,250,205,167,0,25,25,100,55,0,4,3,0,854.5986925,701,0.6664,0
A3177,21,250,183,49,0,25,25,183,42,0,7,0,0,668.1485649,995,0.19444,0
A3178,21,250,261,236,0,25,25,36,0,0,7,4,0,136.5627813,,0.944,0
A3179,21,200,228,7,0,7,7,228,0,0,7,0,0,370.6223376,991,0.035,0
A3180,21,350,345,363,13,25,38,25,30,0,7,6,0,851.106737,731,1.035942857,1
A3181,21,250,189,224,0,25,25,41,54,0,18,4,0,219.6894789,712,0.89736,0
A3182,21,325,224,202,0,25,25,35,0,0,9,4,0,167.5343435,782,0.620215385,0
A3183,21,325,315,297,0,25,25,30,0,0,7,5,0,938.6226971,758,0.913015385,0
A3184,21,350,362,341,0,25,25,37,0,0,10,6,0,852.9545374,710,0.974314286,0
A3185,21,500,441,489,0,25,25,46,64,0,22,8,0,339.2315821,707,0.9785,0
A3186,21,250,298,259,9,25,34,60,7,0,9,5,0,177.6363627,732,1.03684,0
A3187,21,250,161,120,0,25,25,50,0,0,7,2,0,665.5397965,880,0.48068,0
A3188,21,750,634,601,0,25,25,100,44,0,12,10,0,588.8439353,759,0.800933333,0
A3189,21,300,223,223,0,25,25,50,38,0,9,4,0,606.245626,783,0.7447,0
A3190,21,350,140,127,0,25,25,100,80,0,7,0,0,729.9670325,889,0.363028571,0
A3191,21,400,235,231,0,25,25,25,10,0,7,4,0,797.1582807,847,0.5768,0
A3192,21,200,246,209,9,25,34,50,0,0,9,4,0,539.3196568,659,1.0449,1
A3193,20,400,377,295,0,25,25,314,221,0,7,4,0,458.8471867,717,0.73695,0
A3194,20,250,201,199,0,25,25,100,85,0,9,4,0,579.9632126,700,0.79468,0
A3195,20,350,285,280,0,25,25,50,33,0,7,5,0,981.1482791,705,0.799714286,0
A3196,20,325,285,283,0,25,25,25,0,0,18,5,0,981.4555215,736,0.869292308,1
A3197,20,350,353,7,0,7,7,300,0,0,7,0,53,906.3637917,789,0.02,0
A3198,20,200,203,196,0,25,25,30,0,0,20,3,0,302.0623273,708,0.9813,0
A3199,20,350,-4,3,0,3,3,0,0,0,7,0,0,737.0645334,922,0.008571429,0
A3200,20,250,220,252,2,25,27,25,47,0,7,4,0,237.3126526,712,1.00952,0
A3201,20,200,108,135,0,25,25,40,57,0,7,3,0,351.557003,740,0.67455,0
A3202,20,250,249,210,0,25,25,100,64,0,20,3,25,590.5344665,774,0.8402,0
A3203,20,250,90,83,0,25,25,45,29,0,8,1,0,822.2146847,853,0.332,0
A3204,20,300,308,298,0,25,25,30,9,0,7,5,0,584.6332715,704,0.994666667,0
A3205,20,350,183,168,0,25,25,25,0,0,7,3,0,786.06422,875,0.480542857,0
A3206,20,350,401,300,0,25,25,126,41,0,7,6,29,798.3377638,,0.856314286,0
A3207,20,325,231,52,0,25,25,200,34,0,18,0,31,970.1903188,,0.16,0
A3208,20,300,166,240,0,25,25,166,231,0,9,0,0,622.4253486,759,0.8015,0
A3209,20,250,187,147,0,25,25,50,0,0,7,3,0,914.8907947,860,0.58628,0
A3210,20,300,7,7,0,7,7,7,0,0,7,0,0,417.5341451,994,0.023533333,0
A3211,20,250,173,224,0,25,25,60,100,0,18,4,11,750.1633835,792,0.89404,1
A3212,20,450,369,336,0,25,25,125,79,0,7,7,0,177.9197492,711,0.747466667,0
A3213,20,350,328,305,0,25,25,52,15,0,10,5,0,349.2996062,777,0.871228571,0
A3214,20,250,222,240,0,25,25,30,38,0,7,4,0,31.42242804,708,0.96148,0
A3215,20,250,102,233,0,25,25,25,146,0,7,3,0,602.3023685,733,0.9304,0
A3216,20,200,192,43,0,25,25,192,36,0,7,0,0,860.1943061,756,0.21365,0
A3217,20,250,262,283,33,25,58,40,48,0,10,4,0,60.67239535,703,1.13352,0
A3218,20,250,210,213,0,25,25,51,44,0,7,4,0,962.2472722,674,0.85244,0
A3219,20,350,285,257,0,25,25,40,0,0,7,5,0,879.3376445,718,0.732942857,0
A3220,20,350,335,358,8,25,33,25,35,0,7,6,0,809.8633661,708,1.023314286,0
A3221,20,250,199,180,0,25,25,30,0,0,7,3,0,784.6752348,794,0.7184,0
A3222,20,200,177,175,0,25,25,25,11,0,9,3,0,431.0325813,,0.87325,0
A3223,20,425,0,7,0,7,7,0,0,0,7,0,0,422.0784658,,0.016470588,0
A3224,20,250,249,247,0,25,25,30,15,0,9,4,0,356.4110194,741,0.98688,0
A3225,20,500,406,393,0,25,25,30,0,0,11,7,0,704.5283831,715,0.78618,0
A3226,20,400,318,268,0,25,25,100,26,0,18,5,0,904.6080527,764,0.66995,0
A3227,20,200,147,107,0,25,25,178,131,0,7,0,0,327.5162655,768,0.535,1
A3228,20,300,298,307,7,25,32,25,22,0,7,5,0,182.8326265,708,1.023466667,1
A3229,20,350,348,354,4,25,29,48,41,0,7,6,0,766.9762742,704,1.010971429,0
A3230,20,250,188,224,0,25,25,30,55,0,7,4,0,717.8892454,735,0.8966,0
A3231,20,250,267,178,0,25,25,111,0,0,20,3,0,627.6614191,787,0.71236,0
A3232,20,200,68,46,0,25,25,30,0,0,7,1,0,968.9221598,919,0.2301,0
A3233,20,450,347,329,0,25,25,100,70,0,7,6,0,332.0487484,864,0.731911111,0
A3234,20,250,171,168,0,25,25,250,240,0,7,0,0,391.4428735,796,0.673,0
A3235,20,250,202,238,0,25,25,30,55,0,7,4,0,920.0003597,727,0.95228,0
A3236,20,275,264,254,0,25,25,60,39,0,7,4,0,697.965536,741,0.923709091,0
A3237,20,250,230,224,0,25,25,30,12,0,7,4,0,783.7753109,717,0.89496,0
A3238,20,200,184,194,0,25,25,29,29,0,7,3,0,141.9842028,716,0.96955,1
A3239,20,250,186,253,3,25,28,30,85,0,9,3,0,26.20771598,735,1.01316,0
A3240,20,500,112,45,0,25,25,75,0,0,7,1,0,338.2624804,890,0.09056,0
A3241,20,350,300,312,0,25,25,45,45,0,7,5,0,220.2947433,738,0.891742857,0
A3242,20,300,211,121,0,25,25,100,0,0,7,2,0,91.81992852,,0.401666667,0
A3243,20,250,240,225,0,25,25,36,0,0,18,4,0,812.8786047,731,0.90156,0
A3244,20,300,290,281,0,25,25,25,2,0,9,5,0,530.2434003,725,0.9364,0
A3245,20,350,119,300,0,25,25,176,350,0,7,0,0,4.879195715,741,0.855914286,0
A3246,20,250,245,209,0,25,25,50,2,0,9,4,0,663.6393086,736,0.83604,0
A3247,20,450,311,324,0,25,25,50,50,0,7,6,0,666.417371,733,0.719022222,0
A3248,20,350,308,290,0,25,25,30,0,0,7,5,0,510.1026844,757,0.827371429,0
A3249,20,300,220,166,0,25,25,80,14,0,8,3,0,655.5604331,831,0.5525,0
A3250,20,600,489,507,0,25,25,100,102,0,7,9,0,261.3887339,733,0.844266667,0
A3251,20,350,405,312,0,25,25,105,0,0,7,5,0,984.9366461,721,0.892657143,0
A3252,20,400,196,180,0,25,25,26,0,0,7,3,0,480.4181024,868,0.450425,0
A3253,20,250,7,7,0,7,7,277,270,0,7,0,0,474.9945405,999,0.028,0
A3254,20,250,235,238,0,25,25,25,17,0,7,4,0,32.01851291,724,0.9518,0
A3255,20,250,224,203,0,25,25,50,18,0,7,4,0,802.1479103,741,0.81116,0
A3256,20,350,305,343,0,25,25,25,50,0,7,5,0,151.8562006,706,0.9792,0
A3257,20,300,7,25,0,25,25,275,276,0,18,0,0,683.5601969,828,0.0835,0
A3258,20,450,317,50,0,25,25,397,122,0,7,0,0,779.965307,944,0.111177778,0
A3259,20,350,272,254,0,25,25,30,0,0,7,4,0,584.6838084,767,0.725485714,0
A3260,20,350,346,337,0,25,25,25,0,0,10,6,0,919.7226439,730,0.962571429,1
A3261,20,200,213,175,0,25,25,50,0,0,9,3,0,329.1367245,738,0.87675,0
A3262,20,500,276,115,0,25,25,175,0,0,11,3,0,59.17791352,932,0.22926,0
A3263,20,750,551,496,0,25,25,75,0,0,11,9,0,811.815061,806,0.66196,0
A3264,20,325,78,266,0,25,25,40,193,0,32,2,0,987.7817643,760,0.817261539,0
A3265,20,375,297,273,0,25,25,50,15,0,7,5,0,614.0383878,770,0.72912,0
A3266,20,500,658,570,70,25,95,100,0,0,16,11,15,589.6770099,697,1.1395,1
A3267,20,500,475,468,0,25,25,25,0,0,11,8,0,936.550146,718,0.93682,0
A3268,20,250,218,225,0,25,25,30,26,0,7,4,0,940.9665984,717,0.89832,0
A3269,20,325,263,224,0,25,25,50,0,0,7,4,0,114.0750558,798,0.689323077,0
A3270,20,250,64,194,0,25,25,30,150,0,7,2,0,525.4400892,,0.7744,0
A3271,20,300,248,223,0,25,25,40,0,0,11,4,0,537.8118354,776,0.744666667,0
A3272,20,250,260,258,8,25,33,35,22,0,7,4,0,955.1335157,704,1.03392,0
A3273,20,300,284,271,0,25,25,25,0,0,7,5,0,952.3573341,728,0.9029,0
A3274,20,250,7,271,21,25,46,25,282,0,7,0,0,522.249169,707,1.0834,0
A3275,20,500,465,437,0,25,25,50,0,0,15,7,0,366.2663972,749,0.87462,0
A3276,20,400,370,386,0,25,25,25,0,23,7,11,0,679.3043001,719,0.96465,0
A3277,20,300,307,285,0,25,25,325,296,0,7,0,0,153.3306008,718,0.951233333,1
A3278,20,500,472,437,0,25,25,50,0,0,7,8,0,326.3543319,,0.87304,0
A3279,20,450,7,7,0,7,7,7,0,0,7,0,0,629.4097566,856,0.015555556,0
A3280,20,250,221,199,0,25,25,35,0,0,9,4,0,862.7449438,761,0.79496,0
A3281,20,350,323,357,7,25,32,25,46,0,7,6,0,8.741636109,709,1.019342857,0
A3282,20,250,330,276,26,25,51,65,0,0,7,5,0,307.4980835,726,1.105,1
A3283,20,350,379,324,0,25,25,79,0,0,18,6,0,684.1282139,720,0.925028571,0
A3284,20,275,256,200,0,25,25,225,161,0,7,2,0,351.044719,789,0.728981818,0
A3285,20,300,311,311,11,25,36,36,24,0,7,5,0,168.5670751,702,1.037733333,0
A3286,20,300,215,286,0,25,25,25,84,0,7,5,0,67.5276353,715,0.953033333,0
A3287,20,250,184,209,0,25,25,35,50,0,7,3,0,95.78845422,756,0.83592,0
A3288,20,200,200,182,0,25,25,32,2,0,9,3,0,113.7909773,742,0.90765,0
A3289,20,300,75,-143,0,0,0,225,0,0,7,0,0,410.3241551,774,-0.478066667,0
A3290,20,275,51,94,0,25,25,51,87,0,8,0,0,560.2214204,815,0.343381818,0
A3291,20,300,311,290,0,25,25,80,47,0,7,4,0,441.4615522,727,0.967066667,0
A3292,20,275,291,7,0,7,7,291,0,0,7,0,0,75.85532992,766,0.025672727,0
A3293,20,200,318,229,29,25,54,100,0,0,7,4,0,267.2115204,,1.14435,1
A3294,20,250,240,-43,0,0,0,300,10,0,7,0,0,596.683353,828,-0.17208,0
A3295,20,200,177,178,0,25,25,25,16,0,7,3,0,961.2977281,786,0.8889,0
A3296,20,250,168,165,0,25,25,25,12,0,7,3,0,241.6959899,838,0.65868,0
A3297,20,250,244,235,0,25,25,50,30,0,7,4,0,104.3437989,,0.9394,0
A3298,20,250,259,230,0,25,25,40,0,0,7,4,0,814.4052193,761,0.92196,0
A3299,20,250,268,155,0,25,25,158,33,0,8,3,0,445.1215715,695,0.61948,1
A3300,20,250,327,282,32,25,57,60,0,0,9,5,0,17.0382283,686,1.12688,0
A3301,20,400,312,317,0,25,25,50,40,0,10,5,0,787.1090214,741,0.791375,0
A3302,20,450,288,344,0,25,25,100,144,0,7,5,0,765.079425,897,0.764422222,0
A3303,20,300,163,226,0,25,25,25,78,0,7,3,0,579.9277577,,0.754333333,0
A3304,20,250,199,161,0,25,25,75,15,0,19,2,0,300.148227,789,0.644,0
A3305,19,250,173,176,0,25,25,40,31,0,9,3,0,903.1854971,717,0.703,0
A3306,19,350,304,291,0,25,25,25,0,0,7,5,0,541.312302,754,0.830085714,1
A3307,19,275,212,217,0,25,25,30,22,0,9,4,0,536.9680973,771,0.788109091,0
A3308,19,300,233,281,0,25,25,25,61,0,7,4,0,577.5792302,723,0.935166667,0
A3309,19,375,146,162,0,25,25,25,32,0,7,2,0,301.9888254,915,0.432053333,0
A3310,19,950,457,5,0,5,5,400,-2,0,7,0,57,519.7286933,,0.005452632,0
A3311,19,500,477,503,3,25,28,25,36,0,7,8,0,262.1412322,702,1.0065,0
A3312,19,250,53,247,0,25,25,61,237,0,18,0,0,917.1175507,767,0.98732,0
A3313,19,400,203,72,0,25,25,246,107,0,8,0,0,284.5453397,896,0.18005,0
A3314,19,350,204,211,0,25,25,50,47,0,7,4,0,300.4475695,826,0.6034,0
A3315,19,250,156,115,0,25,25,50,0,0,7,2,0,789.6853755,894,0.46136,0
A3316,19,325,233,334,9,25,34,51,83,50,10,9,0,316.9480508,695,1.027046154,0
A3317,19,250,107,107,0,25,25,272,254,0,18,0,0,962.7864499,834,0.42628,0
A3318,19,250,48,81,0,25,25,25,50,0,7,1,0,362.4181306,930,0.32468,0
A3319,19,350,369,376,26,25,51,30,20,0,10,6,0,205.3899227,833,1.073342857,0
A3320,19,400,47,7,0,7,7,404,357,0,7,0,0,987.7285438,859,0.0175,0
A3321,19,250,33,226,0,25,25,33,217,0,9,0,0,762.5374359,998,0.90544,0
A3322,19,250,0,247,0,25,25,209,240,0,7,0,0,872.1049216,,0.98624,0
A3323,19,325,14,0,0,0,0,21,0,0,7,0,0,96.97858673,992,-0.000123077,0
A3324,19,200,130,178,0,25,25,25,64,0,7,3,0,592.6832441,719,0.8921,0
A3325,19,250,159,98,0,25,25,159,90,0,8,0,0,690.53586,682,0.3904,0
A3326,19,300,306,237,0,25,25,80,0,0,7,4,0,571.3710351,777,0.790666667,0
A3327,19,400,365,383,0,25,25,25,25,0,10,7,0,104.5973231,733,0.956875,0
A3328,19,350,367,358,8,25,33,132,112,0,7,5,0,631.9517894,702,1.023714286,1
A3329,19,350,350,341,0,25,25,25,0,0,10,6,0,616.1166315,702,0.9736,0
A3330,19,250,271,6,0,6,6,271,0,0,6,0,0,869.6212442,984,0.0222,0
A3331,19,475,423,387,0,25,25,50,0,0,7,7,0,167.2761209,744,0.815663158,0
A3332,19,250,169,194,0,25,25,237,233,0,29,0,0,795.8063121,771,0.77656,0
A3333,19,350,360,335,0,25,25,40,0,0,10,5,0,260.0919252,733,0.958228571,0
A3334,19,350,309,351,1,25,26,50,80,0,7,5,0,978.1723178,711,1.003285714,0
A3335,19,250,251,257,7,25,32,25,19,0,7,4,0,409.1714424,709,1.02636,0
A3336,19,200,130,90,0,25,25,50,0,0,8,2,0,929.9161499,856,0.45125,0
A3337,19,300,313,224,0,25,25,100,0,0,7,4,0,290.9753462,830,0.747566667,0
A3338,19,250,250,238,0,25,25,25,0,0,9,4,0,36.85380583,716,0.95152,0
A3339,19,525,211,488,0,25,25,75,340,0,7,5,0,98.93138973,720,0.929942857,0
A3340,19,400,337,273,0,25,25,75,0,0,7,5,0,29.07875037,814,0.683525,0
A3341,19,250,238,73,0,25,25,186,13,0,7,1,0,820.7115548,906,0.293,0
A3342,19,275,237,225,0,25,25,25,0,0,9,4,0,868.0907465,764,0.819272727,0
A3343,19,250,7,7,0,7,7,7,0,0,7,0,0,526.3013502,1000,0.028,0
A3344,19,275,314,7,0,7,7,314,0,0,18,0,11,938.739368,749,0.025672727,0
A3345,19,250,7,7,0,7,7,7,0,0,7,0,0,924.2358511,985,0.02824,0
A3346,19,250,255,217,0,25,25,50,0,0,7,4,0,409.2597691,710,0.86664,1
A3347,19,350,279,347,0,25,25,25,5,70,7,11,0,211.6128729,712,0.991571429,0
A3348,19,200,169,175,0,25,25,25,21,0,7,3,0,948.5417497,751,0.8763,0
A3349,19,200,156,204,4,25,29,100,139,0,7,3,0,103.7064845,786,1.0224,0
A3350,19,750,681,676,0,25,25,100,77,0,7,12,0,168.5673522,738,0.901733333,0
A3351,19,500,343,394,0,25,25,70,107,0,7,7,0,369.1071978,773,0.78704,0
A3352,19,250,264,251,1,25,26,40,16,0,7,4,0,363.3224314,707,1.00328,0
A3353,19,400,407,380,0,25,25,50,10,0,7,6,0,804.2497697,712,0.949625,0
A3354,19,250,7,253,3,25,28,78,317,0,7,0,0,295.2917166,695,1.0104,0
A3355,19,350,390,7,0,7,7,390,0,0,7,0,0,307.076247,,0.020171429,0
A3356,19,250,248,236,0,25,25,36,0,0,20,4,0,50.88462402,725,0.9436,0
A3357,19,250,236,238,0,25,25,25,13,0,9,4,0,70.0453402,710,0.95156,0
A3358,19,250,242,230,0,25,25,25,0,0,9,4,0,344.6012434,738,0.91916,0
A3359,19,250,211,225,0,25,25,35,36,0,9,4,0,329.9102462,714,0.89984,0
A3360,19,250,216,204,0,25,25,50,27,0,7,4,0,35.16514195,711,0.81452,0
A3361,19,350,292,202,0,25,25,110,9,0,7,4,0,602.6683971,742,0.576657143,0
A3362,19,200,179,193,0,25,25,227,232,0,9,0,0,341.9267466,721,0.96275,0
